City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,muynoq,43.7683,59.0214,19.72,58,100,6.15,UZ,1726434164
365,hasaki,35.7333,140.8333,26.36,87,72,2.2,JP,1726434165
366,island harbour,50.724,-1.2758,14.99,69,98,3.62,GB,1726434166
367,stanthorpe,-28.6667,151.95,6.9,72,0,4.54,AU,1726434168
368,ta`u,-14.2336,-169.5144,26.4,81,50,6.15,AS,1726434169
369,manggar,-2.8833,108.2667,26.59,77,60,2.81,ID,1726434170
370,enewetak,11.3474,162.3373,28.63,79,88,6.52,MH,1726434172
371,yelizovo,53.1873,158.3805,6.08,93,75,1.0,RU,1726434173
372,fort mcmurray,56.7268,-111.381,15.77,72,100,1.54,CA,1726434117
373,san juan de miraflores,-12.1629,-76.9635,21.21,69,26,3.89,PE,1726434175
374,gunjur,13.2019,-16.7339,27.04,89,75,1.54,GM,1726434177
375,cadale,2.7603,46.3222,24.96,85,45,7.94,SO,1726434178
376,ancud,-41.8697,-73.8203,9.29,74,41,3.78,CL,1726434179
377,dolinsk,47.35,142.8,10.3,75,0,2.74,RU,1726434180
378,acarau,-2.8856,-40.12,25.64,78,3,8.53,BR,1726434183
379,sault ste. marie,46.5168,-84.3333,27.16,54,0,3.09,CA,1726434184
380,altus,34.6381,-99.334,36.04,36,0,5.66,US,1726434185
381,axim,4.8699,-2.2405,23.41,92,63,3.26,GH,1726434186
382,meiganga,6.5167,14.3,17.83,95,100,0.95,CM,1726434187
383,coquimbo,-29.9533,-71.3436,13.85,88,20,5.66,CL,1726434188
384,zhenzhou,32.2692,119.1789,24.38,89,48,5.34,CN,1726434189
385,corn island,12.1694,-83.0418,29.1,77,100,4.01,NI,1726434190
386,mitha tiwana,32.2486,72.1108,29.33,42,0,3.59,PK,1726434192
387,saudarkrokur,65.7461,-19.6394,1.19,83,7,1.39,IS,1726434193
388,ambodifotatra,-16.9833,49.85,23.18,62,100,5.95,MG,1726434194
389,ust-tsilma,65.441,52.1498,15.04,87,92,1.82,RU,1726434196
390,nadym,65.5333,72.5167,7.01,55,99,5.18,RU,1726434197
391,kili,5.6439,169.1211,27.85,72,95,1.66,MH,1726434198
392,cunen,15.3375,-91.0269,20.55,68,100,2.63,GT,1726434199
393,igarka,67.4667,86.5833,1.72,72,73,2.35,RU,1726434200
394,decorah,43.3033,-91.7857,30.51,48,20,3.6,US,1726434201
395,yanggu,36.1106,115.7753,17.04,77,0,2.54,CN,1726434203
396,cold lake,54.4502,-110.2017,16.97,67,75,3.6,CA,1726434204
397,prado,-17.3411,-39.2208,24.29,80,0,6.25,BR,1726434205
398,fisterra,42.9049,-9.2629,18.83,64,37,6.61,ES,1726434206
399,aykhal,66.0,111.5,-1.0,96,100,2.69,RU,1726434207
400,xining,36.6167,101.7667,12.92,92,100,1.23,CN,1726434208
401,manta,-0.95,-80.7333,24.88,78,100,5.14,EC,1726434209
402,fu'an,27.0892,119.6453,24.45,97,98,1.16,CN,1726434210
403,remire-montjoly,4.9167,-52.2667,29.02,74,0,4.12,GF,1726434211
404,miranda,3.2499,-76.2281,31.2,40,46,1.11,CO,1726434212
405,morrinhos,-17.7311,-49.0994,30.22,19,6,0.54,BR,1726434215
406,abepura,-2.6333,140.5833,25.45,83,20,3.09,ID,1726434216
407,isangel,-19.55,169.2667,22.7,71,62,4.24,VU,1726434217
408,villa sandino,12.0483,-84.9936,28.63,77,99,4.68,NI,1726434218
409,tralee,52.2704,-9.7026,10.19,92,73,1.42,IE,1726434219
410,coahuayana de hidalgo,18.7,-103.6583,30.82,70,100,2.34,MX,1726434220
411,orsa,54.5153,30.4053,15.76,39,17,3.99,BY,1726434222
412,touros,-5.1989,-35.4608,25.13,74,0,7.18,BR,1726434224
413,reguengos de monsaraz,38.4253,-7.5349,28.03,28,97,2.48,PT,1726434226
414,itacoatiara,-3.1431,-58.4442,39.07,24,12,2.11,BR,1726434227
415,waddan,29.1614,16.139,28.96,41,0,4.73,LY,1726434228
416,palopo,-2.9996,120.1921,22.31,80,64,1.5,ID,1726434229
417,haiku-pauwela,20.9219,-156.3051,29.03,70,40,13.41,US,1726434230
418,comodoro rivadavia,-45.8667,-67.5,14.92,31,100,14.4,AR,1726434124
419,sitka,57.0531,-135.33,14.94,82,100,5.14,US,1726434233
420,yorkton,51.2167,-102.4677,24.91,33,0,6.17,CA,1726434234
421,kalmunai,7.4167,81.8167,27.59,78,99,3.46,LK,1726434235
422,arecibo,18.4724,-66.7157,32.94,70,100,3.28,PR,1726434236
423,itamaraca,-7.7478,-34.8256,24.59,76,3,5.0,BR,1726434237
424,nueva esperanza,15.2667,-87.6,31.12,73,97,2.48,HN,1726434238
425,ambon,-3.6954,128.1814,27.15,95,40,1.03,ID,1726434239
426,miasskoye,55.2784,61.8905,13.49,89,96,3.15,RU,1726434240
427,faya-largeau,17.9257,19.1043,35.81,14,6,4.77,TD,1726434241
428,crane,31.3974,-102.3501,32.96,24,0,9.36,US,1726434242
429,iwanai,42.9744,140.5089,11.8,79,0,2.77,JP,1726434243
430,banjar,-8.19,114.9675,23.27,87,92,2.37,ID,1726434245
431,santa ana,33.7456,-117.8678,25.51,61,75,4.63,US,1726434087
432,rongelap,11.1635,166.8941,28.63,79,86,7.38,MH,1726434247
433,rubio,7.7013,-72.3557,33.11,26,13,2.57,VE,1726434248
434,juan aldama,24.2908,-103.3944,26.31,39,100,4.12,MX,1726434249
435,tromso,69.6496,18.957,9.01,81,0,1.54,NO,1726434250
436,praia da vitoria,38.7333,-27.0667,23.75,73,20,3.56,PT,1726434251
437,cantaura,9.3057,-64.3584,29.84,64,100,1.81,VE,1726434252
438,wangqing,43.3218,129.7634,8.92,85,97,1.25,CN,1726434253
439,santona,43.4439,-3.4576,15.6,70,0,1.51,ES,1726434254
440,tamanrasset,22.785,5.5228,23.95,60,40,6.17,DZ,1726434256
441,altamira,-3.2033,-52.2064,34.05,52,40,2.57,BR,1726434257
442,quartu sant'elena,39.2419,9.1839,19.12,65,0,4.12,IT,1726433985
443,gijang,35.2442,129.2139,24.85,92,83,7.31,KR,1726434260
444,kirkland lake,48.1446,-80.0377,27.16,41,100,1.03,CA,1726434261
445,westport,41.1415,-73.3579,24.9,59,0,4.12,US,1726434262
446,celestun,20.8667,-90.4,30.21,75,83,4.96,MX,1726434263
447,tyuratam,45.6507,63.3156,19.33,34,98,7.02,KZ,1726434264
448,campina verde,-19.5356,-49.4864,32.88,18,6,2.5,BR,1726434266
449,chibougamau,49.9168,-74.3659,25.79,50,20,6.69,CA,1726434267
450,victorica,-36.2151,-65.4359,21.71,12,0,2.24,AR,1726434268
451,lillehammer,61.1146,10.4674,11.76,99,100,2.17,NO,1726434269
452,jinotega,13.0917,-86.0018,29.71,61,40,0.0,NI,1726434270
453,bandon,51.7469,-8.7425,14.77,88,82,3.04,IE,1726434271
454,lichuan,30.3,108.85,17.02,99,49,1.33,CN,1726434272
455,ciudad real,39.0,-4.0,24.5,27,71,1.82,ES,1726434273
456,karagandy,49.8019,73.1021,9.97,88,100,6.78,KZ,1726434274
457,vilyuysk,63.7553,121.6247,-2.49,95,7,1.97,RU,1726434275
458,talcahuano,-36.7167,-73.1167,16.82,59,0,6.17,CL,1726434276
459,tocopilla,-22.092,-70.1979,21.64,57,14,6.66,CL,1726434278
460,al ghayzah,16.2079,52.176,25.45,89,94,3.36,YE,1726434279
461,sungai raya,0.7,108.9,25.36,86,97,3.18,ID,1726434280
462,santa cruz,-17.8,-63.1667,25.7,41,75,5.14,BO,1726434281
463,charikar,35.0136,69.1714,17.91,33,0,1.55,AF,1726434282
464,bel ombre,-4.6167,55.4167,26.91,78,75,9.26,SC,1726434283
465,mikuni,36.2171,136.1519,25.74,87,75,2.33,JP,1726434284
466,chernyshevskiy,63.0128,112.4714,-2.72,86,8,2.47,RU,1726434285
467,tateyama,34.9833,139.8667,26.98,88,82,3.88,JP,1726434286
468,quimili,-27.6333,-62.4167,26.87,14,0,5.5,AR,1726434287
469,mahibadhoo,3.7833,72.9667,28.95,72,76,5.01,MV,1726434288
470,la ferte-saint-aubin,47.7169,1.939,12.76,79,100,1.8,FR,1726434290
471,pont rouge,48.8833,-72.0825,22.61,68,100,1.8,CA,1726434292
472,san julian,21.0167,-102.1667,25.51,50,96,2.51,MX,1726434293
473,santangpu,27.3987,111.9928,23.32,96,65,4.12,CN,1726434294
474,makhambet,47.6667,51.5833,20.4,35,44,5.4,KZ,1726434298
475,maintirano,-18.0667,44.0167,24.62,70,1,0.29,MG,1726434299
476,lazaro cardenas,17.9583,-102.2,30.19,73,99,3.37,MX,1726434300
477,datong,40.0936,113.2914,15.45,89,100,1.26,CN,1726434012
478,trabzon,40.9167,39.8333,21.05,83,20,2.57,TR,1726434302
479,akdepe,42.0551,59.3788,17.88,33,71,4.1,TM,1726434303
480,alupka,44.4167,34.05,23.89,68,100,5.58,UA,1726434304
481,namibe,-15.1961,12.1522,18.12,84,45,1.76,AO,1726434305
482,raduzhny,62.0961,77.475,3.23,68,51,1.68,RU,1726434306
483,okola,4.0167,11.3833,21.02,99,65,1.48,CM,1726434307
484,yarmouth,41.7057,-70.2286,21.77,56,0,2.57,US,1726434308
485,joshimath,30.5667,79.5667,13.86,81,1,2.07,IN,1726434310
486,opuwo,-18.0607,13.84,22.24,23,74,2.44,NA,1726434311
487,sur,22.5667,59.5289,28.6,60,0,5.6,OM,1726434312
488,wynyard,-41.0,145.7167,10.17,78,100,5.71,AU,1726434314
489,labytnangi,66.6572,66.4183,12.76,94,69,3.3,RU,1726434315
490,douala,4.0483,9.7043,25.95,94,75,1.03,CM,1726434316
491,ishikawa,26.4233,127.8214,30.19,84,75,5.14,JP,1726434317
492,rumbek,6.802,29.6912,22.39,92,98,1.49,SS,1726434318
493,al bahah,20.0129,41.4677,22.27,47,74,3.14,SA,1726434320
494,el granada,37.5027,-122.4694,19.45,78,100,8.75,US,1726434321
495,armidale,-30.5167,151.65,3.74,85,7,0.4,AU,1726434322
496,shizunai-furukawacho,42.3339,142.3669,14.12,68,0,3.63,JP,1726434323
497,saynshand,44.8824,110.1163,11.49,65,85,4.81,MN,1726434324
498,kurumkan,54.3,110.3,5.26,85,62,2.95,RU,1726434325
499,fernie,49.5,-115.0687,19.97,36,70,2.09,CA,1726434326
500,usman',52.0466,39.7288,15.74,36,4,3.43,RU,1726434327
501,mata-utu,-13.2816,-176.1745,27.03,80,57,4.4,WF,1726434328
502,bamboo flat,11.7,92.7167,28.05,89,40,3.09,IN,1726434331
503,rajaori,33.3833,74.3,19.3,59,0,2.47,IN,1726434332
504,konarka,19.9,86.1167,27.74,75,100,6.41,IN,1726434333
505,okhotsk,59.3833,143.3,6.36,69,36,4.47,RU,1726434334
506,safi,32.1667,-8.8333,21.45,75,0,1.61,MA,1726434335
507,santo antonio do sudoeste,-26.0736,-53.7253,15.51,95,100,1.91,BR,1726434336
508,hotan,37.0997,79.9269,20.98,26,84,1.81,CN,1726434337
509,paratinga,-12.6906,-43.1842,30.27,21,0,2.14,BR,1726434338
510,new norfolk,-42.7826,147.0587,8.29,90,96,1.72,AU,1726434339
511,conception bay south,47.4999,-52.9981,13.02,75,88,8.84,CA,1726434341
512,port lincoln,-34.7333,135.8667,10.47,74,17,5.5,AU,1726434342
513,moultrie,31.1799,-83.7891,26.94,78,100,3.6,US,1726434343
514,lerwick,60.1545,-1.1494,10.95,92,52,6.07,GB,1726434344
515,lethem,3.3803,-59.7968,30.5,61,100,3.48,GY,1726434345
516,howard springs,-12.497,131.047,24.95,89,48,1.41,AU,1726434346
517,san lawrenz,36.0553,14.204,21.03,68,1,7.13,MT,1726434347
518,carazinho,-28.2839,-52.7864,12.83,90,100,5.0,BR,1726434348
519,emirgazi,37.9022,33.8372,21.6,38,1,5.73,TR,1726434349
520,charters towers,-20.1,146.2667,16.27,83,66,3.54,AU,1726434350
521,farasan,16.7022,42.1183,31.21,72,100,2.94,SA,1726434352
522,mckinleyville,40.9465,-124.1006,18.45,72,0,6.69,US,1726434353
523,fort st. john,56.2499,-120.8529,15.94,51,75,4.12,CA,1726434354
524,les avirons,-21.2418,55.3394,18.05,64,0,1.54,RE,1726434355
525,nadi,-17.8,177.4167,27.0,69,75,0.0,FJ,1726434356
526,aspropyrgos,38.0667,23.5833,23.54,52,0,2.06,GR,1726434357
527,corinth,37.9407,22.9573,22.16,48,11,3.35,GR,1726434358
528,lautoka,-17.6167,177.4667,26.92,69,75,0.0,FJ,1726434359
529,amahai,-3.3333,128.9167,24.59,88,100,1.05,ID,1726434360
530,celendin,-6.8703,-78.1517,21.48,32,45,5.19,PE,1726434361
531,terenozek,45.05,64.9833,17.95,35,96,6.89,KZ,1726434363
532,kyabe,9.4515,18.9449,20.43,97,98,1.26,TD,1726434364
533,omdurman,15.6445,32.4777,35.94,33,58,4.5,SD,1726434365
534,hobyo,5.3505,48.5268,24.74,80,24,11.96,SO,1726434366
535,alamogordo,32.8995,-105.9603,33.86,20,0,5.14,US,1726434367
536,lompoc,34.6391,-120.4579,21.68,69,20,5.14,US,1726434368
537,sabang,5.8933,95.3214,28.09,74,78,11.22,ID,1726434369
538,mandasa,18.8667,84.4667,25.49,76,100,2.28,IN,1726434370
539,luena,-11.7833,19.9167,20.79,21,0,0.56,AO,1726434371
540,sidney,-33.8679,151.2073,8.54,69,20,5.66,AU,1726434351
541,paris,48.8534,2.3488,15.43,71,0,2.57,FR,1726434188
542,fada,7.25,4.0667,22.84,98,100,0.88,NG,1726434375
543,senanga,-16.1167,23.2667,23.31,21,42,1.3,ZM,1726434376
544,queenstown,-31.8976,26.8753,13.27,81,72,3.06,ZA,1726434377
545,riachao das neves,-11.7461,-44.91,29.33,22,0,1.9,BR,1726434378
546,onsong,42.9572,129.9933,10.42,90,100,0.74,KP,1726434379
547,bowie,33.4501,-94.4335,27.9,71,93,2.84,US,1726434380
548,asaita,11.5636,41.4394,35.1,35,14,3.34,ET,1726434381
549,al hasakah,36.5024,40.7477,28.66,49,0,7.66,SY,1726434382
550,gigant,46.5066,41.3419,19.56,34,0,6.65,RU,1726434383
551,mermoz boabab,14.7065,-17.4758,26.88,83,0,1.03,SN,1726434384
552,kangding,30.0513,101.9603,16.94,99,100,1.26,CN,1726434386
553,ciudad lazaro cardenas,17.9583,-102.2,30.19,73,99,3.37,MX,1726434387
554,shakawe,-18.3667,21.85,25.37,20,14,2.74,BW,1726434388
555,mount isa,-20.7333,139.5,21.87,30,0,4.63,AU,1726434389
556,taltal,-25.4,-70.4833,18.58,61,27,3.01,CL,1726434390
557,yanchep,-31.55,115.6833,14.05,59,0,6.15,AU,1726434391
558,la ronge,55.1001,-105.2842,16.14,63,100,2.57,CA,1726434392
559,inda silase,14.1031,38.2829,18.06,80,100,0.47,ET,1726434393
560,kagal'nitskaya,46.8806,40.1466,20.95,31,0,6.99,RU,1726434394
561,svyetlahorsk,52.6329,29.7389,18.93,31,100,4.99,BY,1726434395
562,ozalp,38.6548,43.993,16.11,47,100,1.95,TR,1726434397
563,jieshou,33.2634,115.3611,20.41,87,29,2.53,CN,1726434398
564,muang khong,14.1167,105.85,23.35,99,100,0.98,LA,1726434399
565,caleta de carquin,-11.0925,-77.6267,18.27,75,14,5.35,PE,1726434400
566,taulaga,-11.0553,-171.0883,27.8,78,83,6.6,AS,1726434401
567,ghat,24.9647,10.1728,30.63,36,36,3.03,LY,1726434402
568,montepuez,-13.1256,38.9997,20.66,73,1,2.96,MZ,1726434403
569,ivdel',60.6911,60.4206,11.69,98,3,1.71,RU,1726434404
570,jian'ou,27.0469,118.3253,24.24,97,89,1.12,CN,1726434405
571,broken hill,-31.95,141.4333,3.39,58,0,5.34,AU,1726434406
572,mpophomeni,-29.5682,30.1862,11.71,97,95,0.12,ZA,1726434407
573,ryl'sk,51.5655,34.6822,18.27,35,5,5.31,RU,1726434409
574,samitah,16.596,42.9444,32.79,59,95,2.07,SA,1726434410
575,i-n-salah,27.1935,2.4607,37.14,13,0,2.29,DZ,1726434411
576,kiunga,-6.1219,141.2906,23.11,100,100,0.48,PG,1726434412
577,oye-plage,50.9771,2.0428,13.9,77,100,5.1,FR,1726434413
578,geraldton,-28.7667,114.6,13.23,50,0,7.2,AU,1726434414
579,hounde,11.5,-3.5167,23.95,92,84,1.85,BF,1726434415
580,saint-joseph,-21.3667,55.6167,19.21,67,45,4.33,RE,1726434416
581,greenville,35.6127,-77.3663,24.97,90,75,6.69,US,1726434417
582,ulladulla,-35.35,150.4667,5.51,52,0,2.21,AU,1726434418
583,verkhnyaya khava,51.8404,39.9413,15.91,35,5,3.64,RU,1726434420
584,ad dabbah,18.05,30.95,34.8,17,12,4.1,SD,1726434421
585,obo,5.3998,26.4869,21.18,92,100,0.94,CF,1726434423
